premise,hypothesis,label
"However, the WRAP States may unanimously petition the Administrator to determine that the total emissions of affected EGUs are reasonably projected to exceed 271,000 tons in 2018 or a later year and to make affected EGUs subject to the requirements of the new WRAP trading program.","The WRAP States may unanimously petition the Administrator to determine that the total emissions of affected EGUs are reasonably projected to not exceed 271,000 tons.",0
three children are locked in a cage.,There are only two children in the cage.,0
Yes they were.,No they were not.,0
City administrators will present their budget proposal to City Council in mid-March.,City administrators will submit their budget proposal to City Council in December.,0
Blond tennis player pauses to view the crowd.,The basketball player is looking at everyone.,0
Begin your road tour out on the narrow Sirmione promontory.,The road tours have all been canceled due to lack of interest. ,0
"Viral plagues such as smallpox, polio, measles, hepatitis B, rabies, and other once-terrifying scourges have only been beaten back by vaccines.",Vaccines are the cure for most of the viruses that once were epidemics.,1
"Each single family home has traditional amenities, including a private kitchen.","Each attached or single family home has traditional amenities, including a private kitchen.",1
You know what I asked you just now.,You don't know what I just asked you?,0
Portuguese Conquest,Defeating the Portuguese.,0
"While today there are 3.4 workers for each Social Security beneficiary, by 2030, there will be only about 2 workers paying taxes to support each beneficiary (see figure 1.7).",The worker to beneficiary ratio for Social Security is expected to go up to 4 or 5 by 2030.,0
"From Callosa take the Parcent road, follow it for 21?a2 km (11?a2 miles), and make a right-hand turn at the entrance to the El Algar waterfalls, a tumbling oasis beneath the massive Sierra Bernia formed by a tributary of the River Guadalest.",It's been said that the Sierra Bernia is the only structure of its type in the world.,1
"The Blue Peter parrot — Joey, and one successor, Barney — featured in the 1960s.","The Blue Peter parrot—Joey, and one successor, Barney—featured in the 1960s, but when Barney, a blue-fronted amazon, died, he was not replaced.",1
Two children lined up outside in a grassy field with their arms stretched out to the sides.,Two kids were arm in arm in a field.,0
"Gourley and Carothers met and began playing music together originally at Wasilla High School in Wasilla, Alaska.","Joris and Carothers met and began playing music together originally at Wasilla High School in Wasilla, Alaska.",0
that's right i even had friends when i was going to college who were in uh who are in pharmacy school and they could legally um provide medicine to their family mens family family members and friends certain medicines were were legal now i i i believe you know any of the any of the ones we would we would be tested for wouldn't be on those lists but uh um there were certain things that they could provide without a doctors prescription based on their qualifications and that can happen but uh,"My friends loved drugs, so they entered the field to be around them all the time.",1
Were they mistakes?,Were the red marks an accident? ,1
The previous winners were all quality people.,These people were from the wealthiest political families in the country.,1
"Despite a recent renovation, the Meadows Mall is the least appealing of the three suburban malls.",The Meadows Mall is not appealing because it is dirty and crowded and the stores are terrible.,1
He watched the river flow.,The river levels were rising.,1
"Washington, D.C.: Federal Reserve Board of Governors, December 2000.",The Federal Reserve is critical to the U.S.,1
One of the sharp-toothed monsters cried out in a low desert language.,The monsters were dusty and left trails of sand behind them.,1
Drawing blood and confronting patients with their blood alcohol levels may actually push them away from counseling.,"When patients are confronted with their levels of blood alcohol, they are less likely to seek counseling.",0
